REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,PortAventura World,PARK,2018-04-19 10:00:00.000,2018-04-19 22:00:00.000,2018-04-20 08:23:08.000,2018-04-19
,Tivoli Gardens,PARK,2019-03-04 08:30:00.000,2019-03-04 09:30:00.000,2019-03-05 07:48:18.000,2019-03-04
,Tivoli Gardens,PARK,2019-05-03 08:30:00.000,2019-05-03 09:30:00.000,2019-05-04 07:28:16.000,2019-05-03
,PortAventura World,PARK,2018-07-02 10:00:00.000,2018-07-02 23:00:00.000,2018-07-03 07:48:03.000,2018-07-02
,PortAventura World,PARK,2019-05-15 10:00:00.000,2019-05-15 22:30:00.000,2019-05-16 07:44:15.000,2019-05-15
,Tivoli Gardens,PARK,2019-01-10 08:30:00.000,2019-01-10 09:30:00.000,2019-01-11 07:49:14.000,2019-01-10
,PortAventura World,PARK,2022-08-11 09:30:00.000,2022-08-11 23:00:00.000,2022-08-12 10:08:19.000,2022-08-11
,PortAventura World,PARK,2019-06-18 10:00:00.000,2019-06-18 23:00:00.000,2019-06-19 08:11:31.000,2019-06-18
,PortAventura World,PARK,2019-05-08 08:30:00.000,2019-05-08 09:30:00.000,2019-05-09 08:14:11.000,2019-05-08
,PortAventura World,PARK,2019-12-12 08:30:00.000,2019-12-12 09:30:00.000,2019-12-13 08:27:34.000,2019-12-12
,PortAventura World,PARK,2018-03-11 10:00:00.000,2018-03-11 21:00:00.000,2018-03-12 07:48:53.000,2018-03-11
,Tivoli Gardens,PARK,2018-07-01 08:30:00.000,2018-07-01 09:30:00.000,2018-07-02 07:35:43.000,2018-07-01
,PortAventura World,PARK,2019-12-08 08:00:00.000,2019-12-08 09:00:00.000,2019-12-09 07:33:58.000,2019-12-08
,PortAventura World,PARK,2018-05-29 08:30:00.000,2018-05-29 09:30:00.000,2018-05-30 07:33:42.000,2018-05-29
,Tivoli Gardens,PARK,2019-02-09 10:00:00.000,2019-02-09 19:00:00.000,2019-02-10 07:44:33.000,2019-02-09
,PortAventura World,PARK,2018-09-10 10:00:00.000,2018-09-10 21:00:00.000,2018-09-11 08:16:49.000,2018-09-10
,Tivoli Gardens,PARK,2019-04-03 10:00:00.000,2019-04-03 19:00:00.000,2019-04-04 07:49:35.000,2019-04-03
,PortAventura World,PARK,2018-11-11 10:00:00.000,2018-11-11 21:00:00.000,2018-11-12 08:11:26.000,2018-11-11
,PortAventura World,PARK,2018-06-27 08:30:00.000,2018-06-27 09:30:00.000,2018-06-28 08:56:56.000,2018-06-27
,PortAventura World,PARK,2020-02-10 10:00:00.000,2020-02-10 19:00:00.000,2020-02-11 08:08:09.000,2020-02-10
,PortAventura World,PARK,2019-09-03 10:00:00.000,2019-09-03 21:00:00.000,2019-09-04 08:31:54.000,2019-09-03
,Tivoli Gardens,PARK,2019-08-07 08:30:00.000,2019-08-07 09:30:00.000,2019-08-08 07:44:49.000,2019-08-07
,Tivoli Gardens,PARK,2022-06-02 09:30:00.000,2022-06-02 19:00:00.000,2022-06-03 07:58:04.000,2022-06-02
,PortAventura World,PARK,2019-04-15 10:00:00.000,2019-04-15 22:00:00.000,2019-04-16 08:19:22.000,2019-04-15
,Tivoli Gardens,PARK,2018-04-01 10:00:00.000,2018-04-01 20:00:00.000,2018-04-02 07:57:07.000,2018-04-01
,Tivoli Gardens,PARK,2018-09-13 08:30:00.000,2018-09-13 09:30:00.000,2018-09-14 07:51:49.000,2018-09-13
,PortAventura World,PARK,2019-01-27 10:00:00.000,2019-01-27 19:00:00.000,2019-01-28 07:26:48.000,2019-01-27
,Tivoli Gardens,PARK,2019-02-23 08:30:00.000,2019-02-23 09:30:00.000,2019-02-24 07:31:02.000,2019-02-23
,Tivoli Gardens,PARK,2022-06-05 09:30:00.000,2022-06-05 20:00:00.000,2022-06-06 08:16:14.000,2022-06-05
,Tivoli Gardens,PARK,2018-03-11 10:00:00.000,2018-03-11 20:00:00.000,2018-03-12 07:48:54.000,2018-03-11
,Tivoli Gardens,PARK,2019-09-22 09:00:00.000,2019-09-22 10:00:00.000,2019-09-23 07:39:53.000,2019-09-22
,Tivoli Gardens,PARK,2019-11-12 10:00:00.000,2019-11-12 18:00:00.000,2019-11-13 07:39:57.000,2019-11-12
,PortAventura World,PARK,2018-09-09 10:00:00.000,2018-09-09 21:00:00.000,2018-09-10 09:32:46.000,2018-09-09
,PortAventura World,PARK,2018-10-30 10:00:00.000,2018-10-30 22:00:00.000,2018-10-31 07:57:56.000,2018-10-30
,Tivoli Gardens,PARK,2018-11-15 08:30:00.000,2018-11-15 09:30:00.000,2018-12-06 08:17:22.000,2018-11-15
,Tivoli Gardens,PARK,2018-08-13 10:00:00.000,2018-08-13 20:00:00.000,2018-08-14 08:17:59.000,2018-08-13
,PortAventura World,PARK,2019-06-27 10:00:00.000,2019-06-27 23:00:00.000,2019-06-28 07:45:55.000,2019-06-27
,PortAventura World,PARK,2018-04-19 08:30:00.000,2018-04-19 09:30:00.000,2018-04-20 08:23:08.000,2018-04-19
,PortAventura World,PARK,2020-01-24 08:30:00.000,2020-01-24 09:30:00.000,2020-01-25 08:07:56.000,2020-01-24
,Tivoli Gardens,PARK,2018-08-18 10:00:00.000,2018-08-18 20:00:00.000,2018-08-19 08:46:50.000,2018-08-18
,Tivoli Gardens,PARK,2020-01-11 08:30:00.000,2020-01-11 09:30:00.000,2020-01-12 08:33:29.000,2020-01-11
,PortAventura World,PARK,2018-07-20 10:00:00.000,2018-07-20 23:00:00.000,2018-07-21 07:45:19.000,2018-07-20
,Tivoli Gardens,PARK,2018-10-22 08:30:00.000,2018-10-22 09:30:00.000,2018-10-23 08:03:17.000,2018-10-22
,PortAventura World,PARK,2018-06-07 08:30:00.000,2018-06-07 09:30:00.000,2018-06-08 07:24:53.000,2018-06-07
,PortAventura World,PARK,2019-01-07 10:00:00.000,2019-01-07 18:00:00.000,2019-01-08 07:47:22.000,2019-01-07
,Tivoli Gardens,PARK,2018-03-27 10:00:00.000,2018-03-27 18:00:00.000,2018-03-28 08:11:41.000,2018-03-27
,Tivoli Gardens,PARK,2022-08-05 09:30:00.000,2022-08-05 21:00:00.000,2022-08-06 07:24:24.000,2022-08-05
,PortAventura World,PARK,2018-09-22 10:00:00.000,2018-09-22 22:00:00.000,2018-09-23 07:32:35.000,2018-09-22
,Tivoli Gardens,PARK,2019-09-26 08:30:00.000,2019-09-26 09:30:00.000,2019-09-27 07:38:58.000,2019-09-26
,PortAventura World,PARK,2018-06-10 10:00:00.000,2018-06-10 23:00:00.000,2018-06-11 08:05:53.000,2018-06-10
,PortAventura World,PARK,2019-02-24 08:30:00.000,2019-02-24 09:30:00.000,2019-02-25 06:32:09.000,2019-02-24
,PortAventura World,PARK,2018-09-17 10:00:00.000,2018-09-17 20:30:00.000,2018-09-18 07:42:05.000,2018-09-17
,PortAventura World,PARK,2018-08-13 08:30:00.000,2018-08-13 09:30:00.000,2018-08-14 08:17:57.000,2018-08-13
,PortAventura World,PARK,2020-01-13 08:30:00.000,2020-01-13 09:30:00.000,2020-01-14 08:01:58.000,2020-01-13
,Tivoli Gardens,PARK,2018-10-24 08:30:00.000,2018-10-24 09:30:00.000,2018-10-25 07:37:30.000,2018-10-24
,Tivoli Gardens,PARK,2022-04-22 09:30:00.000,2022-04-22 20:00:00.000,2022-04-23 07:59:49.000,2022-04-22
,PortAventura World,PARK,2019-06-10 10:00:00.000,2019-06-10 23:00:00.000,2019-06-11 07:50:47.000,2019-06-10
,Tivoli Gardens,PARK,2022-08-09 09:30:00.000,2022-08-09 21:00:00.000,2022-08-10 07:51:22.000,2022-08-09
,Tivoli Gardens,PARK,2020-02-18 10:00:00.000,2020-02-18 19:00:00.000,2020-02-19 07:38:59.000,2020-02-18
,Tivoli Gardens,PARK,2018-09-16 08:30:00.000,2018-09-16 09:30:00.000,2018-09-17 08:35:17.000,2018-09-16
,PortAventura World,PARK,2018-07-21 08:30:00.000,2018-07-21 09:30:00.000,2018-07-22 07:46:27.000,2018-07-21
,Tivoli Gardens,PARK,2020-02-06 10:00:00.000,2020-02-06 19:00:00.000,2020-02-07 09:21:20.000,2020-02-06
,Tivoli Gardens,PARK,2022-05-13 09:30:00.000,2022-05-13 20:00:00.000,2022-05-14 07:47:13.000,2022-05-13
,Tivoli Gardens,PARK,2019-01-19 10:00:00.000,2019-01-19 18:30:00.000,2019-01-20 08:16:10.000,2019-01-19
,PortAventura World,PARK,2018-08-05 08:30:00.000,2018-08-05 09:30:00.000,2018-08-06 07:48:04.000,2018-08-05
,PortAventura World,PARK,2018-12-29 09:00:00.000,2018-12-29 22:00:00.000,2018-12-30 07:31:56.000,2018-12-29
,PortAventura World,PARK,2019-12-01 08:30:00.000,2019-12-01 09:30:00.000,2019-12-02 07:43:08.000,2019-12-01
,Tivoli Gardens,PARK,2020-01-30 10:00:00.000,2020-01-30 18:30:00.000,2020-01-31 07:57:55.000,2020-01-30
,PortAventura World,PARK,2019-03-30 10:00:00.000,2019-03-30 20:00:00.000,2019-03-31 07:35:50.000,2019-03-30
,Tivoli Gardens,PARK,2019-01-11 10:00:00.000,2019-01-11 18:00:00.000,2019-01-12 08:03:57.000,2019-01-11
,Tivoli Gardens,PARK,2022-04-07 09:30:00.000,2022-04-07 20:00:00.000,2022-04-08 08:00:40.000,2022-04-07
,Tivoli Gardens,PARK,2022-08-14 00:00:00.000,2022-08-14 00:00:00.000,2022-08-15 07:21:00.000,2022-08-14
,PortAventura World,PARK,2022-04-13 08:30:00.000,2022-04-13 09:30:00.000,2022-04-14 07:57:40.000,2022-04-13
,Tivoli Gardens,PARK,2018-08-20 08:30:00.000,2018-08-20 09:30:00.000,2018-08-21 08:22:17.000,2018-08-20
,PortAventura World,PARK,2022-04-28 09:30:00.000,2022-04-28 23:00:00.000,2022-04-29 07:56:31.000,2022-04-28
,Tivoli Gardens,PARK,2018-08-18 08:30:00.000,2018-08-18 09:30:00.000,2018-08-19 08:46:50.000,2018-08-18
,PortAventura World,PARK,2019-10-06 08:30:00.000,2019-10-06 09:30:00.000,2019-10-07 07:37:04.000,2019-10-06
,Tivoli Gardens,PARK,2019-10-17 08:30:00.000,2019-10-17 09:30:00.000,2019-10-18 08:05:37.000,2019-10-17
,Tivoli Gardens,PARK,2019-09-28 08:30:00.000,2019-09-28 09:30:00.000,2019-09-29 07:53:04.000,2019-09-28
,PortAventura World,PARK,2022-07-10 08:30:00.000,2022-07-10 09:30:00.000,2022-07-11 07:52:24.000,2022-07-10
,PortAventura World,PARK,2018-05-20 08:30:00.000,2018-05-20 09:30:00.000,2018-05-21 07:44:49.000,2018-05-20
,PortAventura World,PARK,2018-04-03 08:30:00.000,2018-04-03 09:30:00.000,2018-04-04 07:58:51.000,2018-04-03
,PortAventura World,PARK,2022-06-27 08:30:00.000,2022-06-27 09:30:00.000,2022-06-28 08:22:01.000,2022-06-27
,PortAventura World,PARK,2022-04-16 09:30:00.000,2022-04-16 23:00:00.000,2022-04-17 07:58:52.000,2022-04-16
,Tivoli Gardens,PARK,2018-10-20 08:30:00.000,2018-10-20 09:30:00.000,2018-10-21 07:15:58.000,2018-10-20
,Tivoli Gardens,PARK,2022-08-06 00:00:00.000,2022-08-06 00:00:00.000,2022-08-07 07:20:38.000,2022-08-06
,Tivoli Gardens,PARK,2018-08-28 10:00:00.000,2018-08-28 20:00:00.000,2018-08-29 08:19:01.000,2018-08-28
,Tivoli Gardens,PARK,2020-01-31 08:30:00.000,2020-01-31 09:30:00.000,2020-02-01 07:52:04.000,2020-01-31
,Tivoli Gardens,PARK,2018-06-30 10:00:00.000,2018-06-30 19:00:00.000,2018-07-01 08:20:51.000,2018-06-30
,PortAventura World,PARK,2018-12-30 08:00:00.000,2018-12-30 09:00:00.000,2018-12-31 07:34:52.000,2018-12-30
,PortAventura World,PARK,2019-08-29 10:00:00.000,2019-08-29 23:00:00.000,2019-08-30 07:49:29.000,2019-08-29
,PortAventura World,PARK,2019-07-02 10:00:00.000,2019-07-02 23:00:00.000,2019-07-03 07:50:55.000,2019-07-02
,Tivoli Gardens,PARK,2018-01-25 08:30:00.000,2018-01-25 09:30:00.000,2018-01-26 08:10:45.000,2018-01-25
,Tivoli Gardens,PARK,2020-01-06 08:30:00.000,2020-01-06 09:30:00.000,2020-01-07 07:56:29.000,2020-01-06
,PortAventura World,PARK,2018-05-01 10:00:00.000,2018-05-01 22:00:00.000,2018-05-02 07:47:07.000,2018-05-01
,PortAventura World,PARK,2018-03-21 10:00:00.000,2018-03-21 20:30:00.000,2018-03-22 09:03:05.000,2018-03-21
,PortAventura World,PARK,2018-11-18 08:00:00.000,2018-11-18 09:00:00.000,2018-11-19 08:08:12.000,2018-11-18
,Tivoli Gardens,PARK,2019-07-19 08:30:00.000,2019-07-19 09:30:00.000,2019-07-20 09:09:33.000,2019-07-19
,PortAventura World,PARK,2019-02-12 10:00:00.000,2019-02-12 19:00:00.000,2019-02-13 07:35:22.000,2019-02-12
,PortAventura World,PARK,2019-12-26 09:00:00.000,2019-12-26 22:00:00.000,2019-12-27 07:40:58.000,2019-12-26
,Tivoli Gardens,PARK,2018-09-22 10:00:00.000,2018-09-22 21:00:00.000,2018-09-23 07:32:36.000,2018-09-22
,PortAventura World,PARK,2018-09-20 10:00:00.000,2018-09-20 20:30:00.000,2018-09-21 07:55:20.000,2018-09-20
,Tivoli Gardens,PARK,2018-10-10 10:00:00.000,2018-10-10 18:00:00.000,2018-10-11 08:48:15.000,2018-10-10
,Tivoli Gardens,PARK,2020-01-05 09:00:00.000,2020-01-05 20:00:00.000,2020-01-06 07:57:08.000,2020-01-05
,PortAventura World,PARK,2019-02-07 08:30:00.000,2019-02-07 09:30:00.000,2019-02-08 07:35:59.000,2019-02-07
,PortAventura World,PARK,2019-12-06 10:00:00.000,2019-12-06 19:00:00.000,2019-12-07 07:34:35.000,2019-12-06
,Tivoli Gardens,PARK,2019-03-11 08:30:00.000,2019-03-11 09:30:00.000,2019-03-12 08:02:28.000,2019-03-11
,PortAventura World,PARK,2018-12-19 08:30:00.000,2018-12-19 09:30:00.000,2018-12-20 09:56:50.000,2018-12-19
,Tivoli Gardens,PARK,2020-01-23 10:00:00.000,2020-01-23 18:30:00.000,2020-01-24 07:46:41.000,2020-01-23
,Tivoli Gardens,PARK,2019-02-21 08:30:00.000,2019-02-21 09:30:00.000,2019-02-22 07:35:53.000,2019-02-21
,PortAventura World,PARK,2019-02-27 10:00:00.000,2019-02-27 19:30:00.000,2019-02-28 08:22:34.000,2019-02-27
,PortAventura World,PARK,2020-02-08 10:00:00.000,2020-02-08 20:00:00.000,2020-02-09 08:10:04.000,2020-02-08
,PortAventura World,PARK,2022-07-25 08:30:00.000,2022-07-25 09:30:00.000,2022-07-26 07:39:54.000,2022-07-25
,Tivoli Gardens,PARK,2018-07-07 10:00:00.000,2018-07-07 19:00:00.000,2018-07-08 08:49:35.000,2018-07-07
,PortAventura World,PARK,2019-08-05 08:30:00.000,2019-08-05 09:30:00.000,2019-08-06 07:40:37.000,2019-08-05
,Tivoli Gardens,PARK,2019-02-19 08:30:00.000,2019-02-19 09:30:00.000,2019-02-20 07:46:49.000,2019-02-19
,PortAventura World,PARK,2019-06-18 08:30:00.000,2019-06-18 09:30:00.000,2019-06-19 08:11:31.000,2019-06-18
,PortAventura World,PARK,2018-01-29 10:00:00.000,2018-01-29 19:00:00.000,2018-01-30 09:01:43.000,2018-01-29
,Tivoli Gardens,PARK,2019-08-08 08:30:00.000,2019-08-08 09:30:00.000,2019-08-09 07:49:03.000,2019-08-08
,PortAventura World,PARK,2020-01-06 10:00:00.000,2020-01-06 18:00:00.000,2020-01-07 07:56:27.000,2020-01-06
,Tivoli Gardens,PARK,2022-05-28 09:30:00.000,2022-05-28 20:00:00.000,2022-05-29 08:45:31.000,2022-05-28
,Tivoli Gardens,PARK,2018-05-08 10:00:00.000,2018-05-08 20:00:00.000,2018-05-09 07:45:41.000,2018-05-08
,Tivoli Gardens,PARK,2018-09-10 10:00:00.000,2018-09-10 18:00:00.000,2018-09-11 08:16:49.000,2018-09-10
,PortAventura World,PARK,2018-02-10 08:30:00.000,2018-02-10 09:30:00.000,2018-02-11 07:50:58.000,2018-02-10
,PortAventura World,PARK,2022-07-06 08:30:00.000,2022-07-06 09:30:00.000,2022-07-07 08:09:14.000,2022-07-06
,PortAventura World,PARK,2019-06-13 10:00:00.000,2019-06-13 23:00:00.000,2019-06-14 08:21:43.000,2019-06-13
,Tivoli Gardens,PARK,2019-05-22 10:00:00.000,2019-05-22 19:00:00.000,2019-05-23 07:36:57.000,2019-05-22
,PortAventura World,PARK,2019-05-20 08:30:00.000,2019-05-20 09:30:00.000,2019-05-21 07:40:26.000,2019-05-20
,PortAventura World,PARK,2022-08-03 08:30:00.000,2022-08-03 09:30:00.000,2022-08-04 07:50:55.000,2022-08-03
,PortAventura World,PARK,2018-07-03 10:00:00.000,2018-07-03 23:00:00.000,2018-07-04 07:38:15.000,2018-07-03
,Tivoli Gardens,PARK,2020-01-13 08:30:00.000,2020-01-13 09:30:00.000,2020-01-14 08:01:59.000,2020-01-13
,Tivoli Gardens,PARK,2022-07-06 08:30:00.000,2022-07-06 09:30:00.000,2022-07-07 08:09:14.000,2022-07-06
,PortAventura World,PARK,2019-07-19 10:00:00.000,2019-07-19 23:00:00.000,2019-07-20 09:09:32.000,2019-07-19
,PortAventura World,PARK,2022-07-31 08:30:00.000,2022-07-31 09:30:00.000,2022-08-01 10:04:34.000,2022-07-31
,PortAventura World,PARK,2019-01-04 09:00:00.000,2019-01-04 22:00:00.000,2019-01-05 08:10:12.000,2019-01-04
,PortAventura World,PARK,2019-02-13 08:30:00.000,2019-02-13 09:30:00.000,2019-02-14 07:47:53.000,2019-02-13
,PortAventura World,PARK,2019-03-22 08:30:00.000,2019-03-22 09:30:00.000,2019-03-23 08:09:57.000,2019-03-22
,PortAventura World,PARK,2018-12-31 08:00:00.000,2018-12-31 09:00:00.000,2019-01-01 09:22:23.000,2018-12-31
,PortAventura World,PARK,2019-10-01 08:30:00.000,2019-10-01 09:30:00.000,2019-10-02 07:44:25.000,2019-10-01
,PortAventura World,PARK,2019-08-14 08:30:00.000,2019-08-14 09:30:00.000,2019-08-15 08:15:28.000,2019-08-14
,PortAventura World,PARK,2018-06-14 08:30:00.000,2018-06-14 09:30:00.000,2018-06-15 08:45:59.000,2018-06-14
,PortAventura World,PARK,2019-01-13 10:00:00.000,2019-01-13 19:00:00.000,2019-01-14 06:58:24.000,2019-01-13
,PortAventura World,PARK,2018-12-02 09:00:00.000,2018-12-02 21:00:00.000,2018-12-03 07:48:08.000,2018-12-02
,PortAventura World,PARK,2019-12-28 08:00:00.000,2019-12-28 09:00:00.000,2019-12-29 07:21:32.000,2019-12-28
,PortAventura World,PARK,2019-04-05 10:00:00.000,2019-04-05 22:00:00.000,2019-04-06 08:13:38.000,2019-04-05
,PortAventura World,PARK,2018-11-11 08:30:00.000,2018-11-11 09:30:00.000,2018-11-12 08:11:26.000,2018-11-11
,PortAventura World,PARK,2019-12-10 08:30:00.000,2019-12-10 09:30:00.000,2019-12-11 07:42:09.000,2019-12-10
,PortAventura World,PARK,2018-12-28 08:00:00.000,2018-12-28 09:00:00.000,2018-12-29 07:23:19.000,2018-12-28
,PortAventura World,PARK,2022-06-18 08:30:00.000,2022-06-18 09:30:00.000,2022-06-19 07:59:02.000,2022-06-18
,Tivoli Gardens,PARK,2022-04-14 08:30:00.000,2022-04-14 09:30:00.000,2022-04-15 07:57:57.000,2022-04-14
,PortAventura World,PARK,2018-09-02 10:00:00.000,2018-09-02 22:00:00.000,2018-09-03 08:18:20.000,2018-09-02
,Tivoli Gardens,PARK,2020-02-21 08:30:00.000,2020-02-21 09:30:00.000,2020-02-22 08:32:12.000,2020-02-21
,Tivoli Gardens,PARK,2018-06-12 08:30:00.000,2018-06-12 09:30:00.000,2018-06-13 07:49:56.000,2018-06-12
,PortAventura World,PARK,2020-01-19 10:00:00.000,2020-01-19 19:00:00.000,2020-01-20 07:43:16.000,2020-01-19
,Tivoli Gardens,PARK,2019-01-27 08:30:00.000,2019-01-27 09:30:00.000,2019-01-28 07:26:48.000,2019-01-27
,Tivoli Gardens,PARK,2019-04-13 08:30:00.000,2019-04-13 09:30:00.000,2019-04-14 08:51:36.000,2019-04-13
,Tivoli Gardens,PARK,2019-09-05 10:00:00.000,2019-09-05 18:00:00.000,2019-09-06 08:18:23.000,2019-09-05
,PortAventura World,PARK,2020-01-02 09:00:00.000,2020-01-02 22:00:00.000,2020-01-03 08:01:36.000,2020-01-02
,Tivoli Gardens,PARK,2018-12-24 08:00:00.000,2018-12-24 09:00:00.000,2018-12-25 07:48:11.000,2018-12-24
,Tivoli Gardens,PARK,2019-09-27 08:30:00.000,2019-09-27 09:30:00.000,2019-09-28 07:48:49.000,2019-09-27
,PortAventura World,PARK,2022-08-03 09:30:00.000,2022-08-03 23:00:00.000,2022-08-04 07:50:55.000,2022-08-03
,Tivoli Gardens,PARK,2018-01-05 08:00:00.000,2018-01-05 09:30:00.000,2018-01-06 09:16:59.000,2018-01-05
,PortAventura World,PARK,2018-08-09 08:30:00.000,2018-08-09 09:30:00.000,2018-08-10 08:14:02.000,2018-08-09
,Tivoli Gardens,PARK,2019-04-03 08:30:00.000,2019-04-03 09:30:00.000,2019-04-04 07:49:35.000,2019-04-03
,Tivoli Gardens,PARK,2018-03-15 10:00:00.000,2018-03-15 20:00:00.000,2018-03-16 08:05:16.000,2018-03-15
,PortAventura World,PARK,2018-08-03 10:00:00.000,2018-08-03 23:00:00.000,2018-08-04 07:47:40.000,2018-08-03
,PortAventura World,PARK,2019-03-14 08:30:00.000,2019-03-14 09:30:00.000,2019-03-15 07:42:50.000,2019-03-14
,PortAventura World,PARK,2022-06-06 08:30:00.000,2022-06-06 09:30:00.000,2022-06-07 08:10:05.000,2022-06-06
,Tivoli Gardens,PARK,2020-02-10 08:30:00.000,2020-02-10 09:30:00.000,2020-02-11 08:08:10.000,2020-02-10
,Tivoli Gardens,PARK,2018-09-03 10:00:00.000,2018-09-03 18:00:00.000,2018-09-04 08:05:12.000,2018-09-03
,Tivoli Gardens,PARK,2018-01-06 08:00:00.000,2018-01-06 09:30:00.000,2018-01-07 09:33:32.000,2018-01-06
,PortAventura World,PARK,2022-05-27 08:30:00.000,2022-05-27 09:30:00.000,2022-05-28 08:23:27.000,2022-05-27
,Tivoli Gardens,PARK,2018-07-18 10:00:00.000,2018-07-18 20:00:00.000,2018-07-19 07:47:14.000,2018-07-18
,Tivoli Gardens,PARK,2019-09-12 08:30:00.000,2019-09-12 09:30:00.000,2019-09-13 08:03:38.000,2019-09-12
,PortAventura World,PARK,2019-12-31 09:00:00.000,2019-12-31 18:30:00.000,2020-01-01 08:06:37.000,2019-12-31
,PortAventura World,PARK,2020-02-05 08:30:00.000,2020-02-05 09:30:00.000,2020-02-06 08:09:23.000,2020-02-05
,PortAventura World,PARK,2018-09-05 08:30:00.000,2018-09-05 09:30:00.000,2018-09-06 09:05:50.000,2018-09-05
,Tivoli Gardens,PARK,2019-10-15 10:00:00.000,2019-10-15 18:00:00.000,2019-10-16 07:48:44.000,2019-10-15
,PortAventura World,PARK,2018-05-14 08:30:00.000,2018-05-14 09:30:00.000,2018-05-15 07:52:33.000,2018-05-14
,PortAventura World,PARK,2019-07-25 08:30:00.000,2019-07-25 09:30:00.000,2019-07-26 09:24:57.000,2019-07-25
,Tivoli Gardens,PARK,2019-06-02 08:30:00.000,2019-06-02 09:30:00.000,2019-06-03 07:41:51.000,2019-06-02
,PortAventura World,PARK,2018-12-03 10:00:00.000,2018-12-03 20:00:00.000,2018-12-04 07:40:34.000,2018-12-03
,PortAventura World,PARK,2018-08-16 10:00:00.000,2018-08-16 23:00:00.000,2018-08-17 08:09:02.000,2018-08-16
,Tivoli Gardens,PARK,2019-09-01 10:00:00.000,2019-09-01 20:00:00.000,2019-09-02 07:36:16.000,2019-09-01
,Tivoli Gardens,PARK,2019-07-16 08:30:00.000,2019-07-16 09:30:00.000,2019-07-17 07:43:34.000,2019-07-16
,Tivoli Gardens,PARK,2022-05-16 09:30:00.000,2022-05-16 20:00:00.000,2022-05-17 08:54:25.000,2022-05-16
,PortAventura World,PARK,2018-10-28 10:00:00.000,2018-10-28 22:00:00.000,2018-10-29 07:32:46.000,2018-10-28
,PortAventura World,PARK,2019-01-28 10:00:00.000,2019-01-28 18:30:00.000,2019-01-29 07:54:12.000,2019-01-28
,Tivoli Gardens,PARK,2022-06-16 08:30:00.000,2022-06-16 09:30:00.000,2022-06-17 10:00:22.000,2022-06-16
,Tivoli Gardens,PARK,2019-08-10 10:00:00.000,2019-08-10 20:00:00.000,2019-08-11 08:17:22.000,2019-08-10
,PortAventura World,PARK,2019-02-25 08:30:00.000,2019-02-25 09:30:00.000,2019-02-26 07:36:49.000,2019-02-25
,Tivoli Gardens,PARK,2018-07-31 08:30:00.000,2018-07-31 09:30:00.000,2018-08-01 07:39:45.000,2018-07-31
,Tivoli Gardens,PARK,2019-11-15 08:30:00.000,2019-11-15 09:30:00.000,2019-11-16 08:22:03.000,2019-11-15
,Tivoli Gardens,PARK,2018-08-11 08:30:00.000,2018-08-11 09:30:00.000,2018-08-12 08:05:36.000,2018-08-11
,PortAventura World,PARK,2018-09-03 08:30:00.000,2018-09-03 09:30:00.000,2018-09-04 08:05:10.000,2018-09-03
,Tivoli Gardens,PARK,2019-09-25 08:30:00.000,2019-09-25 09:30:00.000,2019-09-26 07:40:15.000,2019-09-25
,PortAventura World,PARK,2019-11-16 08:30:00.000,2019-11-16 09:30:00.000,2019-11-17 08:07:49.000,2019-11-16
,Tivoli Gardens,PARK,2022-07-23 00:00:00.000,2022-07-23 00:00:00.000,2022-07-24 07:52:29.000,2022-07-23
,PortAventura World,PARK,2020-01-26 10:00:00.000,2020-01-26 19:00:00.000,2020-01-27 07:49:38.000,2020-01-26
,Tivoli Gardens,PARK,2019-09-24 10:00:00.000,2019-09-24 18:00:00.000,2019-09-25 07:41:42.000,2019-09-24
,Tivoli Gardens,PARK,2018-04-10 10:00:00.000,2018-04-10 19:00:00.000,2018-04-11 08:46:04.000,2018-04-10
,PortAventura World,PARK,2022-06-13 08:30:00.000,2022-06-13 09:30:00.000,2022-06-14 10:08:58.000,2022-06-13
,PortAventura World,PARK,2018-11-07 08:30:00.000,2018-11-07 09:30:00.000,2018-11-08 08:35:46.000,2018-11-07
,Tivoli Gardens,PARK,2020-01-11 10:00:00.000,2020-01-11 19:00:00.000,2020-01-12 08:33:29.000,2020-01-11
,PortAventura World,PARK,2018-09-15 08:30:00.000,2018-09-15 09:30:00.000,2018-09-16 08:38:57.000,2018-09-15
,PortAventura World,PARK,2018-04-21 10:00:00.000,2018-04-21 22:00:00.000,2018-04-22 08:51:24.000,2018-04-21
,PortAventura World,PARK,2019-09-27 10:00:00.000,2019-09-27 21:00:00.000,2019-09-28 07:49:06.000,2019-09-27
,Tivoli Gardens,PARK,2020-02-11 08:30:00.000,2020-02-11 09:30:00.000,2020-02-12 10:20:20.000,2020-02-11
,PortAventura World,PARK,2019-12-15 09:00:00.000,2019-12-15 21:00:00.000,2019-12-16 07:57:46.000,2019-12-15
,Tivoli Gardens,PARK,2020-01-12 10:00:00.000,2020-01-12 19:00:00.000,2020-01-13 07:52:03.000,2020-01-12
,Tivoli Gardens,PARK,2019-02-28 10:00:00.000,2019-02-28 19:30:00.000,2019-03-01 09:23:41.000,2019-02-28
,PortAventura World,PARK,2018-01-07 09:00:00.000,2018-01-07 21:00:00.000,2018-01-08 09:14:12.000,2018-01-07
